source,destination,hamming_distance,fitts_ratio
42,140,8,1.2498259084516152
42,141,9,0.795990366810502
42,142,10,1.6985514238446142
42,143,11,1.2683096045685542
42,144,12,1.6070827543536552
42,100,8,2.5370203168374608
42,101,9,2.600540219762713
42,102,10,2.5050083478062715
42,103,11,3.6439805935317353
42,104,12,2.4500329206350475
42,105,13,2.478949799611335
42,106,14,2.558711954609532
42,107,15,2.673250511936673
42,108,16,3.977592606235063
42,109,17,2.860595262502869
42,110,18,3.0001642810487823
42,111,19,3.13706693207776
42,112,20,3.26846635877428
42,113,21,4.615796220944659
42,114,22,3.440271620063934
42,115,23,3.5553168875475496
42,116,24,4.906933421540558
42,117,25,3.7045443255842794
42,118,26,5.057135161731639
42,119,27,3.8420299179610375
42,120,28,5.195082253974714
42,121,29,3.9690610787648835
42,122,30,4.054501877487113
42,123,31,4.135595501837213
42,124,32,4.212714033556139
42,125,33,4.286192423380703
42,126,34,4.356331068930063
42,127,35,5.709273805029177
42,128,36,4.229372146795358
42,67,6,3.4549908454053693
42,47,6,2.5843052970418543
42,48,7,2.6596212376482558
42,49,8,3.7906550283083553
42,50,9,2.549452801926164
42,51,10,2.523561956057013
42,52,11,3.724669224629343
42,53,12,2.5728909180058395
42,54,13,3.828715668138947
42,55,14,2.7019050837562424
42,56,15,3.999260624806505
42,57,16,2.8730985907117725
42,58,17,4.195786722025505
42,59,18,3.0568312225966765
42,60,19,3.187197873308381
42,61,20,4.529863451841651
42,62,21,3.3608145548206174
42,63,22,4.708376613088078
42,64,23,3.3177959010217593
42,69,7,2.6771514631978834
42,70,8,2.772871561017395
42,71,9,3.9276218737936066
42,72,10,2.6813532587237887
42,73,11,2.6602506280253935
42,74,12,2.6813532587237887
42,75,13,2.7408967546705743
42,76,14,4.016599014339087
42,77,15,2.870074389882668
42,78,16,2.9819161161519
42,79,17,4.303268421547783
42,80,18,3.147436080568371
42,81,19,4.4820620793606665
42,82,20,3.3126439994587935
42,83,21,4.6549490570462115
42,84,22,3.4710513606573583
42,85,23,4.817783423408487
42,86,24,3.620143006307609
42,87,25,4.969436934617459
42,88,26,3.759371178370473
42,89,27,3.8534208775792056
42,90,28,5.204852108605422
42,91,29,3.9767133343278895
42,92,30,4.060096205112872
42,93,31,5.412308692624144
42,94,32,4.169711484880963
42,95,33,4.244110362757649
42,96,34,5.5965278032968415
42,97,35,4.34230282294279
42,98,36,4.190046899825042
43,18,14,5.916783144951177
43,23,8,4.167197333179412
43,24,9,2.436203649492356
43,27,6,4.132456597153941
43,38,5,2.1844245711374275
43,39,4,3.2684888359259023
43,40,3,1.8861320354417213
43,41,2,1.4310498172674746
43,42,1,0.7625006862733437
43,44,1,0.7369655941662061
43,130,5,2.539723096533994
43,131,6,2.567511297483666
43,132,7,3.6456371746268452
43,133,8,2.3777840751599095
43,134,9,3.4723303527835094
43,135,10,2.091749183740869
43,137,5,2.4133821026041753
43,138,6,2.1193596208584218
43,139,7,2.9622321112290786
43,140,8,1.5880594681419085
43,141,9,1.0905323733541357
43,142,10,1.5231297957591279
43,143,11,0.912464792123061
43,144,12,1.3174494780305415
43,100,8,2.6295390212954057
